Заголовок,Цена,Ссыллка 
Фильтр Whirlpool Wpro PWF 100,1000,https://www.avito.ru/moskva/bytovaya_tehnika/filtr_whirlpool_wpro_pwf_100_1000893555
Холодильник Б/У,7100,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1797439142
Холодильник,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1804802173
Холодильник,1000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1817837407
Компактный однокамерный холодильник атлант,7000,https://www.avito.ru/moskva/bytovaya_tehnika/kompaktnyy_odnokamernyy_holodilnik_atlant_540062224
Вид новый холодильник SAMSUNG (не высокий),5500,https://www.avito.ru/moskva/bytovaya_tehnika/vid_novyy_holodilnik_samsung_ne_vysokiy_1818342677
Холодильник,6690,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1818269049
"Реле ртк Х (М) Из Эбонита не пластмасс, Новые",600,https://www.avito.ru/moskva/bytovaya_tehnika/rele_rtk_h_m_iz_ebonita_ne_plastmass_novye_1785680402
Холодильник,12000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1818236361
Холодильник чистый,5900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_chistyy_1816265001
Новый ледогенератор Gastrorag DB-02 (15 кг./сутки),10000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_ledogenerator_gastrorag_db-02_15_kg.sutki_1332375583
Новый холодильник SAMSUNG RS57K4000WW,50000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_samsung_rs57k4000ww_1759783387
Новый Side by Side LG B247 super white,60000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_side_by_side_lg_b247_super_white_1290038821
Холодильник SAMSUNG cooltech bio,11000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_cooltech_bio_1814729241
Холодильник черное стекло,35900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_chernoe_steklo_1582797849
Холодильник,6200,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797191240
Холодильник Beko,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_1797889703
Холодильник ЗИЛ Москва,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_moskva_1360598815
Полка -решетка для холодильника СССР б/у размер ши,200,https://www.avito.ru/moskva/bytovaya_tehnika/polka_-reshetka_dlya_holodilnika_sssr_bu_razmer_shi_1330302802
Продам холодильник,9000,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_holodilnik_1807011197
Холодильник Bosch,20000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bosch_1790800632
Контейнер с крышкой,150,https://www.avito.ru/moskva/bytovaya_tehnika/konteyner_s_kryshkoy_1193249444
Холодильник,6600,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797594904
Морозильная камера,6500,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_1816757138
Холодильник Stinol 107,5800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_107_1813368706
Холодильник Toshiba GR-M49TR до 21 октября спец.це,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_toshiba_gr-m49tr_do_21_oktyabrya_spets.tse_1807842867
Холодильник liebherr,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_1797055470
Холодильник General Electric,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_general_electric_1813263768
Продам морозильный ларь derby F68 569 л,25000,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_morozilnyy_lar_derby_f68_569_l_1817360413
"Полка, обрамление и балкончик для Ariston bcb 332",4000,https://www.avito.ru/moskva/bytovaya_tehnika/polka_obramlenie_i_balkonchik_dlya_ariston_bcb_332_1801379560
Холодильник Минск,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_minsk_1811315762
Охладитель и нагреватель для бутылок,1500,https://www.avito.ru/moskva/bytovaya_tehnika/ohladitel_i_nagrevatel_dlya_butylok_1681100492
Холодильник Атлант,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1813825113
Холодильник новый Liebherr (оригинальный),16000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_novyy_liebherr_originalnyy_1138128281
Холодильник Exqvisit,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_exqvisit_1813928376
Холодильник не рабочий,0,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ne_rabochiy_1799071615
Libherr,14500,https://www.avito.ru/moskva/bytovaya_tehnika/libherr_1820292209
2-х камерный холодильник Стинол,3500,https://www.avito.ru/moskva/bytovaya_tehnika/2-h_kamernyy_holodilnik_stinol_1800984706
Холодильник двухкамерный Pozis Мир 101-7,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_dvuhkamernyy_pozis_mir_101-7_1811369133
Термостат Т110 для холодильника СССР (оригинал),500,https://www.avito.ru/moskva/bytovaya_tehnika/termostat_t110_dlya_holodilnika_sssr_original_1777886112
Холодильник nord дх 275 010,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_nord_dh_275_010_1820758142
Холодильник Daewoo,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_daewoo_1814014190
Холодильник Бирюса 22,1500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_22_958621352
Холодильник Аристон,2800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ariston_1809932678
Холодильник libherr модель сn 4013 полки и ящики,500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_libherr_model_sn_4013_polki_i_yaschiki_1390125143
Холодильник,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1817032683
Холодильник Indesit 160,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_160_1813891274
Холодильник Либхер,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_libher_1812116902
Холодильник Atlant кшд-126-1,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_kshd-126-1_1813853646
Пока для холодильника Атлант 1704,300,https://www.avito.ru/moskva/bytovaya_tehnika/poka_dlya_holodilnika_atlant_1704_1161440718
Холодильник Electra (Sharp),8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_electra_sharp_944565337
Для холодильника лампы 130 В 40 Вт (США),100,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_lampy_130_v_40_vt_ssha_691974434
"Холодильник SAMSUNG, no frost",10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_no_frost_1776493395
Atlant MXM-268,800,https://www.avito.ru/moskva/bytovaya_tehnika/atlant_mxm-268_1556131294
Холодильники бу с гарантией,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilniki_bu_s_garantiey_1809092505
Холодильник Атлант,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1803167738
Испаритель с тэном для холодильника LG GR 349 SQF,1,https://www.avito.ru/moskva/bytovaya_tehnika/isparitel_s_tenom_dlya_holodilnika_lg_gr_349_sqf_1199795903
Холодильник Атлант,2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1806244102
Холодильная Камера Бирюса 542,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnaya_kamera_biryusa_542_1763143396
Холодильник Atlant Белоруссия,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_belorussiya_1814178461
Холодильник стинол,6900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1816660648
Холодильник,6900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797565221
Холодильник Бирюса 10 еk,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_10_ek_1800956984
Холодильник,7200,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797407616
Однокамерный холодильник Electrolux,10000,https://www.avito.ru/moskva/bytovaya_tehnika/odnokamernyy_holodilnik_electrolux_1779665187
SAMSUNG,21000,https://www.avito.ru/moskva/bytovaya_tehnika/samsung_1780429380
Холодильник,1500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1819632582
Морозильная камера б/у,4500,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_bu_1811030106
Холодильный шкаф Polair,11000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnyy_shkaf_polair_1807043746
Холодильник,8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1813962155
Холодильник Electrolux,11500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_electrolux_1800953681
Холодильник,1800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1801685983
Холодильник Stinol 205q.002,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_205q.002_1813407067
Для холодильника Либхер ящик,1500,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_libher_yaschik_683542008
Холодильник Indesit,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1766055803
Холодильник whirlpool,25000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_whirlpool_1722351559
Hansa HR-138W холодильник,5500,https://www.avito.ru/moskva/bytovaya_tehnika/hansa_hr-138w_holodilnik_1809098371
Холодильник ardo,4200,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ardo_1803126302
Холодильник,15000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1817685761
Термоэлектрический Холодильник Coolfort,4000,https://www.avito.ru/moskva/bytovaya_tehnika/termoelektricheskiy_holodilnik_coolfort_1798477675
Изотермический автохолодильник Mystery MTC-401,3200,https://www.avito.ru/moskva/bytovaya_tehnika/izotermicheskiy_avtoholodilnik_mystery_mtc-401_1810601852
Холодильник атлант,8300,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1797116545
Холодильник Stinol 101,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_101_1813725180
Холодильник 2 шт,7900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_2_sht_1795614184
Морозильная камера белого цвета марка Снайге,5900,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_belogo_tsveta_marka_snayge_1802211991
"Холодильник ""ЗИЛ""",2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_1799734441
Холодильник Смоленск,500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_smolensk_1797952444
Холодильник k32423 i,34000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_k32423_i_1412699083
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1813940267
Холодильники,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilniki_1799183187
Холодильник Electrolux без морозильной камеры,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_electrolux_bez_morozilnoy_kamery_1781384288
Льдогенератор (не новый),30000,https://www.avito.ru/moskva/bytovaya_tehnika/ldogenerator_ne_novyy_1801773727
Холодильник,17900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1809508130
Холодильник,13000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1820483906
Холодильник Ока 6М с автоматической подачей напитк,1900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_oka_6m_s_avtomaticheskoy_podachey_napitk_1816121646
Холодильник Bosh,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bosh_1815657316
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1796865519
"Узкий, рабочий Саратов с морозилкой. Гарантия",4500,https://www.avito.ru/moskva/bytovaya_tehnika/uzkiy_rabochiy_saratov_s_morozilkoy._garantiya_1803704866
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797312976
Морозильная камера Минск 118-1,7500,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_minsk_118-1_1377407523
Контроллер Dixell XC650C,1500,https://www.avito.ru/moskva/bytovaya_tehnika/kontroller_dixell_xc650c_1476876566
Холодильник ЗИЛ,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_1813612531
Для холодильника Либхер встройка icbn3066 ящики,2000,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_libher_vstroyka_icbn3066_yaschiki_1360314576
Холодильник,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1796164922
Холодильник Бирюса,5300,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_1803358563
Холодильник,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1796086612
Холодильник stinol,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1795927556
Холодильник,8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1791898786
"Холодильник Атлант,доставка",7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlantdostavka_1801080065
Холодильник,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1817908599
Дисплей на дверь холодильника Либхер,3800,https://www.avito.ru/moskva/bytovaya_tehnika/displey_na_dver_holodilnika_libher_1413085567
"Продается холодильник ""Vestfrost""",3000,https://www.avito.ru/moskva/bytovaya_tehnika/prodaetsya_holodilnik_vestfrost_1819483214
Холодильник Минск,3800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_minsk_1803363262
Холодильник Бирюса 6 ит,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_6_it_1069199974
Холодильник nord и орск (запчасти),0,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_nord_i_orsk_zapchasti_1793925088
Холодильник,8490,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1818853285
Ящик для продуктов,2250,https://www.avito.ru/moskva/bytovaya_tehnika/yaschik_dlya_produktov_1502564876
Морозильные агрегаты Technoblock,0,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnye_agregaty_technoblock_1797580687
Холодильник автомобилтный,2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_avtomobiltnyy_1799155311
